view_id,from,vias,to,maneuver_type,maneuver_modifier,first_lane_from_right,lanes,entry,entry_out,all_number,lat,lon,cases,city_code
6190894396_241977844_241978376_4594224854_241977852_6190894402,6190894396,"241977844,241978376,4594224854,241977852",6190894402,continue,uturn,0,2,4,1,21,1.323397,103.927257,"A-6VKFCK7GWE69,A-6VMGI59GWEVJ,A-6VMHOQJWWFL6,A-6VLOOFRGWFF9,A-6VMNVBGGWJDN",SIN
7199331497_1867272310_3942108200_3942108208_3942108209_7199331496,7199331497,"1867272310,3942108200,3942108208,3942108209",7199331496,continue,uturn,0,1,3,1,21,1.383674,103.758851,"A-6VK7IOFWWGW5,A-6VLERDPWWFF9,A-6VKJDFIGWG9K,A-6VLGFMOGWFGS,A-6VLI4DAWWH6W",SIN
2660845941_2660845942_6373375890,2660845941,2660845942,6373375890,continue,uturn,0,0,3,2,20,1.414176,103.861667,"A-6VLK8AIWWJFG,A-6VL9JSUWWG5C,A-6VLM95NGWJ2I,A-6VLJ85PWWFL6,[A-6VM8N6RGWFP5, A-6VM8N6RGWFP5]",SIN
10151444959_5015699396_2674717969_242589335_5186549251_8323037650,10151444959,"5015699396,2674717969,242589335,5186549251",8323037650,continue,uturn,0,1,4,1,20,1.361764,103.971716,"A-6VKP5CLW2HIG,A-6VMOFRAGWH22,A-6VNA3BIWWIQQ,LatLngNav-1727948815088,A-6VLPNNFWWJDN",SIN
6899458540_237567563_237567134_2577843495_2577843496_6899458541,6899458540,"237567563,237567134,2577843495,2577843496",6899458541,continue,uturn,0,2,4,1,20,1.33652,103.706197,"A-6VMF6BRWWHRO,A-6VM2B8AWWF44,A-6VL9K4XWWEP2,A-6VLHGG8GWE5M,A-6VM5EXUWWIJ3",SIN
7874725195_1820138484_1820138188_1820138112_1820138115_7874764183,7874725195,"1820138484,1820138188,1820138112,1820138115",7874764183,continue,uturn,0,2,4,1,20,1.380017,103.934302,"A-6VLFR3EWWIWG,A-6VMFRPIGWJUI,A-6VLUH22GWE28,A-6VLUCATGWHRO,A-6VM7PN9WWJNX",SIN
8336416596_10910555992_5863220851_5863220864_10910555991_8336416595,8336416596,"10910555992,5863220851,5863220864,10910555991",8336416595,continue,uturn,0,0,4,1,20,1.409443,103.90964,"A-6VLRSKGWWF44,A-6VLN4P9GWF44,A-6VL8H4IGWJNG,A-6VMM72LGWG5M,A-6VLO37TWWJUI",SIN
3562483902_5254679801_5254679802,3562483902,5254679801,5254679802,continue,uturn,0,2,3,2,20,1.339652,103.950044,"A-6VKO8FKGWGW5,A-6VLINDNGWEVJ,A-6VMCTUIGWG7G,A-6VLERQIWWE28,A-6VOAAUVGWF2T",SIN
5184324685_243474817_243475037_2927574671_2927574672_5184324684,5184324685,"243474817,243475037,2927574671,2927574672",5184324684,continue,uturn,0,4,4,1,20,1.306005,103.882306,"[A-6VLI5DKGWG9K, A-6VLI5DKGWG9K],A-6VKPOUJGWIXJ,A-6VLJ6CGGWGW5,[A-6VLI5DKGWG9K, A-6VLI5DKGWG9K],A-6VM559XGWIJ3",SIN
6734380812_3251145310_7736432632,6734380812,3251145310,7736432632,continue,uturn,0,1,3,2,20,1.342035,103.838283,"A-6VLO23HGWH6W,A-6VLQ6WVWWJ2I,A-6VKV8TAGWFKA,A-6VKA8MVWWIJ3,A-6VKQCBBWWJUI",SIN
6448879113_243492170_4365791390_243508430_243492080_6448879114,6448879113,"243492170,4365791390,243508430,243492080",6448879114,continue,uturn,0,2,4,1,20,1.318913,103.932773,"A-6VK7BDGGWJUI,A-6VO6EDLWWGAQ,A-6VO59S9WWGVH,A-6VLBFKQGWE69,A-6VKE2FCWWIUJ",SIN
8169459467_411679989_368902719_411679990_411679988_8169459466,8169459467,"411679989,368902719,411679990,411679988",8169459466,continue,uturn,0,1,4,1,20,1.399818,103.90509,"A-6VM4QJHWWJWN,A-6VO3F48GWHS5,A-6VO2AARGWJAU,A-6VKQ9U3GWFGS,A-6VKIIUNWWFN5",SIN
8182273800_242951020_242941481_242941483_369154126_8182273799,8182273800,"242951020,242941481,242941483,369154126",8182273799,continue,uturn,0,1,4,1,20,1.382905,103.898463,"A-6VLBSNDWWHIG,A-6VKNDFKWWHRG,A-6VLD2Q7WWG7G,A-6VKQSOLWWIQQ,[A-6VNWVGGGWETN, A-6VNWVGGGWETN]",SIN
4724953003_5257995311_244895932_244895936,4724953003,"5257995311,244895932",244895936,continue,uturn,0,1,4,3,20,1.423243,103.838395,"A-6VM6PDJGWJ2I,A-6VKLURGGWHIG,LatLngNav-1727938154542,A-6VNBLL4GWEJ7,[A-6VNBLL4GWEJ7, A-6VNBLL4GWEJ7]",SIN
6661958464_7243895461_1111713692,6661958464,7243895461,1111713692,continue,uturn,0,1,3,2,20,1.440169,103.794291,"A-6VMRF66GWGW6,A-6VKCK5KGWGW5,A-6VKU3T9WWIQQ,A-6VLR9F6WWEP2,A-6VL63SIGWG5M",SIN
7008134867_4745106070_4745192782_4745192784,7008134867,"4745106070,4745192782",4745192784,continue,uturn,0,0,4,3,20,1.276327,103.843366,"A-6VM2SAHWWEXC,A-6VL5AQJWWIJ3,A-6VLEMFNGWIJ3,A-6VN4MUVWWEVJ,A-6VK9NRPGWFN5",SIN
11635021798_12129024265_12129024266,11635021798,12129024265,12129024266,continue,uturn,0,0,3,2,20,1.3607,103.730852,"A-6VKC8OIWWFF9,A-6VLFUQVW2JNX,A-6VKGTSJWWHRG,A-6VKOU82WWIXJ,A-6VLVBI2WWHRO",SIN
1820026002_4602998304_4486389262_1820026003,1820026002,"4602998304,4486389262",1820026003,continue,uturn,0,1,3,2,20,1.35877,103.928661,"LatLngNav-1727951061,A-6VM929HWWHRO,A-6VLTCAOGWGW5,A-6VO7J5JWWJQ2,A-6VKIEQPW2GW5",SIN
6968220964_597109184_597109185_597109172_597109173_6968220963,6968220964,"597109184,597109185,597109172,597109173",6968220963,continue,uturn,0,2,4,1,20,1.272502,103.811803,"A-6VOX63NGWJ73,A-6VLA7CFGWFGS,A-6VLPNPCWWJUF,A-6VL9WGRWWH6W,A-6VL2K7BWWIUJ",SIN
8344508209_4724826058_4260915772_4724860594_4724860595_8344508210,8344508209,"4724826058,4260915772,4724860594,4724860595",8344508210,continue,uturn,0,1,4,1,20,1.355992,103.740044,"A-6VO9RUUWWF3C,A-6VMPMIHGWHIQ,[A-6VO6WEUGWGVH, A-6VO6WEUGWGVH],A-6VM94UHGWGIN,A-6VO4IASWWFFM",SIN
9990014280_6542418712_6542418696,9990014280,6542418712,6542418696,continue,uturn,0,0,3,1,20,1.310975,103.857247,"A-6VKQNRUGWH6W,A-6VM6FFRGWIUM,A-6VM6FFRGWIUM,A-6VLAAOTGWIAI,A-6VLP7EIGWFKA",SIN
11873591537_11166665058_9883039363_9883039331,11873591537,"11166665058,9883039363",9883039331,continue,uturn,0,0,4,1,20,1.362277,103.731829,"A-6VLJL28WWF4B,[A-6VM743OW2JMM, A-6VM6T6VWWJQ5, A-6VM7LRSGWJFG],A-6VMVSDMW2FGS,A-6VMGK4JWWIJ3,[A-6VMHPQPGWIQQ, A-6VMHPQPGWIQQ]",SIN
1207254618_4745806385_4745806386,1207254618,4745806385,4745806386,continue,uturn,0,1,3,2,20,1.309987,103.780801,"A-6VKEMVEWWG9K,A-6VLL93IWWIWG,A-6VO66HEGWGVH,A-6VKQ24UWWJUI,A-6VL5WOOWWFQH",SIN
6885945672_2014643949_2014643968,6885945672,2014643949,2014643968,continue,uturn,0,0,3,2,20,1.37923,103.757893,"A-6VL3GXAWWHIG,LatLngNav-1727964913,A-6VLCSKWWWJDN,A-6VMIELWWWFGS,A-6VLT2WWWWHRO",SIN
7702176842_6808477154_5120178635,7702176842,6808477154,5120178635,continue,uturn,0,1,3,1,20,1.351694,103.889523,"A-6VM4OVFGWJNX,A-6VKF6HOGWJMM,A-6VKTP35GWFQH,A-6VLQNL4WWHKI,A-6VL6JNPWWFF9",SIN
9457435632_9457435627_9457435629,9457435632,9457435627,9457435629,continue,uturn,0,0,3,2,20,1.356671,103.843258,"A-6VM6QNRWWJQ5,A-6VMGE98GWF4B,A-6VMQXVIWWEJ7,A-6VM65CXGWJDN,A-6VLGH4OGWG7G",SIN
4321590827_778114728_592017814_592018204_206401640_4321590826,4321590827,"778114728,592017814,592018204,206401640",4321590826,continue,uturn,0,3,4,2,20,1.310544,103.882238,"A-6VNDPBNGWIWG,A-6VLKNJNGWFGS,A-6VLX4C2GWEP2,A-6VKUGU8GWJUF,A-6VNE8PKW2H22",SIN
3904772768_237493097_237492293_237492442_237492848_3904772767,3904772768,"237493097,237492293,237492442,237492848",3904772767,continue,uturn,0,2,4,1,20,1.312263,103.77239,"A-6VMI283WWIQQ,LatLngNav-1727922116619,A-6VKFRKRGWE69,A-6VLEW6PWWGIN,A-6VOW7SVGWFWI",SIN
6019049450_177002509_4712168410_229313757_244270646_8156864631,6019049450,"177002509,4712168410,229313757,244270646",8156864631,continue,uturn,0,2,4,1,20,1.360998,103.88619,"A-6VKL333GWG9K,A-6VL8L26WWG22,A-6VLKDIJGWEXC,A-6VO6SQMGWI58,A-6VO5WCRWWGK2",SIN
8340580382_3780395815_8340580378,8340580382,3780395815,8340580378,continue,uturn,0,0,3,2,20,1.33806,103.746335,"A-6VMUW2DWWIJ3,A-6VKTBXSGWEP2,A-6VKED8IGWJMM,LatLngNav-1727957558,A-6VKSM6IWWJUF",SIN
8424241026_5184779865_4735172242,8424241026,5184779865,4735172242,continue,uturn,0,1,4,2,20,1.376842,103.746046,"A-6VMSRH8WWGW5,A-6VMOM69WWIWG,A-6VOXB76GWHS5,A-6VKOGRIGWGW6,A-6VLLH7UWWJUI",SIN
1834285292_1834285291_7138042188,1834285292,1834285291,7138042188,continue,uturn,0,1,3,2,20,1.310619,103.83994,"A-6VMN49SWWH22,A-6VMTPLPWWGOV,A-6VMSS4GGWF6A,A-6VLNNKVWWETN,A-6VMB398GWIUJ",SIN
8181768971_242936784_4700038618_4700038619_242934401_8181768970,8181768971,"242936784,4700038618,4700038619,242934401",8181768970,continue,uturn,0,1,3,1,20,1.38062,103.887345,"A-6VNL5RBGWEJU,A-6VL97LBGWJNX,A-6VKQVUUGWJUF,A-6VKIPBVWWGBX,A-6VK7A6PWWGW5",SIN
1746015008_1500923633_1500923632_1746015006,1746015008,"1500923633,1500923632",1746015006,continue,uturn,0,1,3,2,20,1.344175,103.769174,"A-6VKI5NHWWGW5,A-6VLB5F6GWF44,[A-6VM8PWRGWFHJ, A-6VM8PWRGWFHJ],LatLngNav-1727960308013,A-6VNLF96WWHC5",SIN
8239129527_5599434278_241977807_241978283_5599434279_8239129528,8239129527,"5599434278,241977807,241978283,5599434279",8239129528,continue,uturn,0,1,3,1,20,1.322614,103.92344,"[A-6VMTIO4WWHIG, A-6VMTIO4WWHIG],A-6VKI7BVG2E28,A-6VK8TGFGWJMM,A-6VKNJBDGWJFG,A-6VMJWOUWWE28",SIN
6112923429_9279414354_9279414359_9279414356,6112923429,"9279414354,9279414359",9279414356,continue,uturn,0,0,3,2,20,1.429338,103.781678,"A-6VM6OCAGWFGS,A-6VMMU63GWEVJ,A-6VL2832GWIWG,A-6VM65XTW2FRG,A-6VLEDXNWWG5C",SIN
6190806523_4459074619_229523837_4689376203_229509224_6198763020,6190806523,"4459074619,229523837,4689376203,229509224",6198763020,continue,uturn,0,1,4,1,20,1.350005,103.87374,"A-6VLKUJ8WWG5M,A-6VMC767WWETN,A-6VME9T4WWFHJ,A-6VMDCFPGWGUX,A-6VMDEB6WWGW5",SIN
7037722181_884210113_5720669732_7042906436,7037722181,"884210113,5720669732",7042906436,continue,uturn,0,1,3,2,20,1.288751,103.817907,"A-6VLR399GWFL6,A-6VKLLJJWWF44,A-6VLRSIFGWFN5,A-6VMBHFIWWF4B,A-6VKKHIFGWIXJ",SIN
11847813950_1794019234_11847813953_4600564507_1794019239_4685900497,11847813950,"1794019234,11847813953,4600564507,1794019239",4685900497,continue,uturn,0,1,4,2,20,1.276789,103.790749,"A-6VMUVKFGWEJ7,A-6VMMO6RGWGIN,A-6VMW36MGWG5M,A-6VM2KNKWWFRG,A-6VMAQXUWWE28",SIN
1717923514_1717923547_1717923456,1717923514,1717923547,1717923456,continue,uturn,0,0,3,2,20,1.31396,103.8049,"A-6VE6CX5GWFX9,A-6VMS3UQWWJ2I,A-6VKQTLHWWH6E,A-6VKNNWDG2EJU,A-6VO93MWWWHS5",SIN
5189484403_2071128705_3968765376_3946098017,5189484403,"2071128705,3968765376",3946098017,continue,uturn,0,1,3,2,20,1.308417,103.889067,"A-6VKT9T3WWFN5,A-6VMIGJAGWIJ3,A-6VKFE3AWWG9K,A-6VLRNF8GWF44,A-6VLRNF8GWF44",SIN
7491244956_6287537952_7353285226,7491244956,6287537952,7353285226,continue,uturn,0,1,3,2,20,1.384273,103.882844,"A-6VMO9QTWWIUJ,A-6VNKML2GWHC5,A-6VL246AGWEVJ,A-6VKULOVGWE28,A-6VL93R9WWH6E",SIN
246491725_1744512264_1744512250,246491725,1744512264,1744512250,continue,uturn,0,2,4,2,19,1.321085,103.825446,"LatLngNav-1727968776515,A-6VK78UWGWE5M,A-6VL7XQPGWFN5,A-6VML5WBGWG5C,A-6VLC7XFGWIAI",SIN
410473770_4749614750_7111229751,410473770,4749614750,7111229751,continue,uturn,0,0,3,2,19,1.291095,103.785234,"A-6VMXHVMWWFF9,A-6VKCUXUGWH6W,A-6VKGVJBWWJFG,A-6VKH54NGWH6E,A-6VKL7A9GWI2G",SIN
593413820_593413747_259400989_245222098,593413820,"593413747,259400989",245222098,continue,uturn,0,0,3,2,19,1.315702,103.918611,"A-6VMPHEVWWFP5,A-6VKK4A6GWHRG,A-6VL9KE4GWJWN,A-6VKK4A6GWHRG,A-6VL8IQ6GWJDN",SIN
7065245485_5173564767_4665677795_4665677794_5173564768_4637806863,7065245485,"5173564767,4665677795,4665677794,5173564768",4637806863,continue,uturn,0,1,3,1,19,1.277668,103.83179,"A-6VKE9V9GWJMM,A-6VKC4FGWWIWG,A-6VKRVC9GWFGS,A-6VKMQHHW2IWG,A-6VKEK82GWJUI",SIN
8347562089_4724826059_4260914403_5146794617_5036071165_8347562090,8347562089,"4724826059,4260914403,5146794617,5036071165",8347562090,continue,uturn,0,1,4,1,19,1.354478,103.741675,"A-6VN4CAAGWGOV,A-6VMF4N7GWG5M,A-6VO9ERDGWHKL,A-6VKEGNKGWHIG,A-6VKFGVAGWH6E",SIN
1240910627_1240910624_8344639734,1240910627,1240910624,8344639734,continue,uturn,0,0,3,2,19,1.352233,103.716242,"A-6VKBBXLGWFN5,A-6VLD4HQW2F44,A-6VK7XUHGWH6W,A-6VLD7D2GWHWD,A-6VLW7LUGWJFG",SIN
239620892_239715481_4732376967_4732376958,239620892,"239715481,4732376967",4732376958,continue,uturn,0,1,3,2,19,1.301768,103.783294,"A-6VKQJTJWWG9K,A-6VMF7LIWWJUI,A-6VLLXP9WWH2A,A-6VL4MJ5WWIPC,A-6VLV8CAGWJMM",SIN
5220754085_246155909_246155815_2577843834_2577843831_5220754086,5220754085,"246155909,246155815,2577843834,2577843831",5220754086,continue,uturn,0,2,4,1,19,1.345593,103.702412,"A-6VMARQTWWIUJ,A-6VO5HJSGWJQ2,A-6VNPIW2GWHC5,A-6VLRNJXGWG9K,A-6VLQDO7WWG5C",SIN
6686847396_6112256034_2300442395_2300422754,6686847396,"6112256034,2300442395",2300422754,continue,uturn,0,1,3,2,19,1.442235,103.801582,"A-6VLX2UHWWI2G,A-6VMHQ56GWG5C,A-6VKD6WTGWFGS,A-6VMJGT7GWGIN,A-6VMWATDGWHIG",SIN
7016959759_2520488202_2520488201,7016959759,2520488202,2520488201,continue,uturn,0,1,3,1,19,1.279527,103.857143,"A-6VMEJ2DGWJFG,A-6VLDF9QGWE69,A-6VLBNEGGWJUF,A-6VMH4WOWWGW5,A-6VLAB34GWJUF",SIN
639567837_7199513488_1548409729_1548409711_7917397611,639567837,"7199513488,1548409729,1548409711",7917397611,continue,uturn,0,1,4,1,19,1.296634,103.816505,"A-6VMG8KUGWJFG,A-6VKPO8WGWEP2,A-6VLLKSEGWE28,A-6VO8WQTGWECC,A-6VNR7JEGWFWI",SIN
7478143939_4600561335_4600561334,7478143939,4600561335,4600561334,continue,uturn,0,1,3,2,19,1.365107,103.957041,"A-6VLS8VNGWH2A,A-6VMBSFAWWFP5,A-6VNP6PAWWHC5,A-6VLNKKRWWJDN,A-6VMC2GFGWHQW",SIN
8288170235_5172114022_1264499989_1264519687,8288170235,"5172114022,1264499989",1264519687,continue,uturn,0,0,4,3,19,1.326619,103.948758,"A-6VL9XDNGWFF9,LatLngNav-1727935760,A-6VKCC27GWHIG,A-6VO4KGJWWGVH,A-6VKEFICWWE69",SIN
8061807837_4712372657_4600582783_4600583819_244911902_8061807836,8061807837,"4712372657,4600582783,4600583819,244911902",8061807836,continue,uturn,0,1,3,1,19,1.414288,103.838971,"A-6VMHMRCGWH6E,A-6VK8MCKGWIPC,[A-6VKO2J3WWHIG, A-6VKO2J3WWHIG],A-6VLR4MKGWJO4,A-6VLNSEFWWIJ3",SIN
8272709734_7520549321_7520549343,8272709734,7520549321,7520549343,continue,uturn,0,0,3,2,19,1.329029,103.930178,"A-6VMXT76GWHKI,A-6VO58REWWJQ2,A-6VO3FQGGWHS5,A-6VMQXJTWWGW5,A-6VK67T7W2E69",SIN
206089521_5175569975_5175569974,206089521,5175569975,5175569974,continue,uturn,0,1,3,2,19,1.363381,103.828185,"A-6VLUMB2GWFGS,A-6VMREERGWEJ7,A-6VO8FPPGWI58,A-6VLPET7WWG5M,A-6VMOR7CGWJWN",SIN
4311380711_247183797_247183798_247183805_247048717_4311380710,4311380711,"247183797,247183798,247183805,247048717",4311380710,continue,uturn,0,1,3,1,19,1.278485,103.816649,"A-6VN4S44WWEJU,LatLngNav-1727940857,A-6VKCIJRWWFN5,A-6VMK877WWGIN,A-6VM8CEJGWE69",SIN
5250521749_5250521756_5250521767,5250521749,5250521756,5250521767,continue,uturn,0,0,3,2,19,1.308873,103.860154,"A-6VLLS7GGWFHJ,A-6VMCITBWWEJU,A-6VLL9UUGWJNX,A-6VKTCFQWWJUI,A-6VMXEVAWWJUF",SIN
1819020056_1818983098_1818983096,1819020056,1818983098,1818983096,continue,uturn,0,1,3,2,19,1.335611,103.959801,"A-6VMC3JAGWFKA,A-6VMCV77GWHIQ,A-6VM5H9MGWI2G,A-6VM44HHGWEP2,A-6VLLRCUWWF4B",SIN
8156769349_5239824056_5239824055,8156769349,5239824056,5239824055,continue,uturn,0,0,3,2,19,1.37462,103.868263,"A-6VMFVQXWWF4B,A-6VM2C7WW2ETN,A-6VKA5KJGWEJU,A-6VKIXL5WWFN5,A-6VK9OWLWWE28",SIN
1931968467_2925464671_3633794273,1931968467,2925464671,3633794273,exit roundabout,uturn,0,0,3,2,19,1.305406,103.871649,"A-6VMCV7AGWHIQ,A-6VKOXV2GWJUF,A-6VKKIC9GWH6E,A-6VMXGREWWEVJ,A-6VLLFE4WWJNX",SIN
8079664760_231866772_231867442_231863933_231863955_8079664759,8079664760,"231866772,231867442,231863933,231863955",8079664759,continue,uturn,0,2,4,1,19,1.376646,103.847797,"A-6VK76KVWWE5M,A-6VLH9C3GWJUI,A-6VK755PGWE5M,A-6VL7FW2WWG9K,A-6VKTHEGWWIUJ",SIN
8167267443_4478225239_242952212_369163840_4478225238_8167267444,8167267443,"4478225239,242952212,369163840,4478225238",8167267444,continue,uturn,0,1,4,1,19,1.391772,103.898024,"A-6VKLK5RGWH6E,A-6VLDOJKGWFXB,A-6VMBPUAGWJMM,A-6VKF8I4WWGOV,A-6VK8L35GWF44",SIN
8269105059_247653226_5601058318_8269105060,8269105059,"247653226,5601058318",8269105060,continue,uturn,0,1,3,2,19,1.33706,103.944736,"A-6VKJML5WWGW5,A-6VO9979WWHS5,A-6VO2APCGWHKL,A-6VKLDJMGWG5M,A-6VKC3ERWWEJU",SIN
2666429646_3022441503_3022441502,2666429646,3022441503,3022441502,continue,uturn,0,0,3,2,19,1.313115,103.836806,"A-6VLWFQCWWEXC,A-6VKHSRTWWJFG,A-6VKVIVLGWFL6,A-6VL9VW3WWFF9,A-6VL8PKJW2H6E",SIN
4474612158_6659897741_6659897742,4474612158,6659897741,6659897742,continue,uturn,0,0,3,2,19,1.44337,103.769663,"A-6VM966UGWJFG,A-6VLEA6NGWIXJ,A-6VKII7OGWHRG,A-6VMGWRBGWFKA,A-6VLOH42GWH2A",SIN
5258624811_5258624802_5258624803,5258624811,5258624802,5258624803,continue,uturn,0,0,3,2,19,1.432574,103.832511,"A-6VO6WAGWWGVH,A-6VMLB9FWWFP5,A-6VK7C84WWJMM,A-6VM6CECWWG5C,A-6VMJVHLWWHIQ",SIN
7806239685_5015085529_5015083982_369151285_368206312_7806239686,7806239685,"5015085529,5015083982,369151285,368206312",7806239686,continue,uturn,0,1,4,1,19,1.392019,103.879112,"A-6VKOM39GWIXJ,A-6VKLRUXWWFN5,A-6VN7OCMWWJ2I,A-6VLLK3OGWHRO,A-6VM83GWGWJDN",SIN
8204701213_2660698906_2660774563_2660774564_2660774565_8204701214,8204701213,"2660698906,2660774563,2660774564,2660774565",8204701214,continue,uturn,0,2,4,1,19,1.391147,103.871459,"A-6VKQJOKGWF4B,A-6VLF2BHG2IPC,A-6VMQ873WWHRO,A-6VKVWUKGWH6E,A-6VLCNHBGWJUF",SIN
8208177988_242935714_242935691_375778348_375778334_8208177989,8208177988,"242935714,242935691,375778348,375778334",8208177989,continue,uturn,0,2,4,1,19,1.379464,103.896965,"A-6VLBACFWWG5M,A-6VLT8NOWWJ2I,A-6VMT6KHWWEXC,A-6VK8OLGWWGW5,A-6VMP7KOG2GBX",SIN
11665022066_11665022067_11665022068,11665022066,11665022067,11665022068,continue,uturn,0,0,4,2,19,1.264847,103.816289,"A-6VLQ8RPWWIPC,A-6VMGGG6GWFL6,A-6VNXP6DWWIJ3,A-6VKBM8DGWIWG,A-6VLFCMXWWIUJ",SIN
7424187031_885528453_1845246718,7424187031,885528453,1845246718,continue,uturn,0,2,4,3,19,1.382222,103.998475,"A-6VLHXXTWWFF9,A-6VNA92TGWG7G,A-6VKB8SLWWFF9,A-6VO5O5KGWHS5,LatLngNav-1727949913",SIN
7882541028_1831417495_627791479_992571862_1831417498_7882541029,7882541028,"1831417495,627791479,992571862,1831417498",7882541029,continue,uturn,0,2,4,1,19,1.360315,103.93096,"A-6VMWMBEGWHKI,A-6VO69QQG2G8J,A-6VLMFBVGWIQQ,A-6VKIAEHWWF44,A-6VLTCLOGWI2G",SIN
10773047452_10773047469_10773057986,10773047452,10773047469,10773057986,continue,uturn,0,0,3,2,19,1.314337,103.874503,"A-6VKTTL9WWIME,A-6VKTEBUGWFF9,A-6VKFVX4WWG5M,A-6VLHGDUGWFHJ,A-6VMWP3PGWHKI",SIN
8348880332_4740612736_244130280_244130296_4740612737_8348880333,8348880332,"4740612736,244130280,244130296,4740612737",8348880333,continue,uturn,0,2,4,1,19,1.343263,103.736054,"A-6VLVSFTGWG7G,A-6VLTUQ5GWFGS,A-6VLOHARW2E28,A-6VMBV8MGWJWN,A-6VMI3BGWWFQH",SIN
6945731782_960392450_960392448,6945731782,960392450,960392448,continue,uturn,0,0,3,2,19,1.351022,103.957288,"A-6VKEKQUGWE28,A-6VKQNJLGWJMM,A-6VKD6ASWWE69,A-6VKGG7AGWFN5,A-6VOAN9IG2GUW",SIN
8023686294_1760924618_1760924616_7817419105,8023686294,"1760924618,1760924616",7817419105,continue,uturn,0,1,3,2,19,1.312342,103.857954,"A-6VLTR9CWWIUJ,A-6VMA6EFWWFQH,A-6VMKFIJWWFN5,A-6VLTPJ6WWJ2I,A-6VK7OT8WWI2G",SIN
12154887517_12154887511_12154887525,12154887517,12154887511,12154887525,continue,uturn,0,0,3,2,19,1.292668,103.859687,"A-6VM5UQ6GWJMM,A-6VKERDEGWE69,A-6VMCKRUG2FQH,A-6VMHPNPGWEJU,[A-6VMMLNCGWE28, A-6VMMLNCGWE28]",SIN
4738747600_5088801782_4738747603,4738747600,5088801782,4738747603,continue,uturn,0,1,3,2,19,1.385786,103.746083,"A-6VO33L9GWJQ2,A-6VKVHV3GWFN5,A-6VN2RO9GWJ2I,A-6VKKVV2GWF44,A-6VKLCMFWWGBX",SIN
7756046061_1396104894_1396104895,7756046061,1396104894,1396104895,continue,uturn,0,1,3,2,19,1.323755,103.863234,"A-6VN5MH7GWEJU,A-6VM6FPOWWF4B,A-6VMEAG6WWHIQ,A-6VOADFCGWHQW,A-6VLE8TJGWH2A",SIN
8176646777_5015085618_4002222902_410061950_5015085617_8176646778,8176646777,"5015085618,4002222902,410061950,5015085617",8176646778,continue,uturn,0,1,3,1,19,1.380897,103.881571,"A-6VL3T95WWIJ3,A-6VMIUJHWWGUX,A-6VKAGD7GWG5M,LatLngNav-1727952776004,A-6VMIUJHWWGUX",SIN
7345635690_7345635689_4606839252,7345635690,7345635689,4606839252,continue,uturn,0,0,3,2,19,1.43491,103.789375,"A-6VO7H32GWGVH,A-6VMV33VWWGOV,A-6VKRH56WWIUJ,A-6VLRCEJGWFHJ,A-6VMC459WWIPC",SIN
4722941846_4606906030_4606906029,4722941846,4606906030,4606906029,continue,uturn,0,1,3,2,18,1.459354,103.825647,"LatLngNav-1727992136,A-6VKPAASWWIJI,A-6VKNVDTWWIAI,A-6VM533DGWFKA,A-6VKJC43WWFKA",SIN
6261125683_5189113798_6261072005_6261282009_5189113800_6304403270_3840224461_246580893_8428241485,6261125683,"5189113798,6261072005,6261282009,5189113800,6304403270,3840224461,246580893",8428241485,continue,uturn,0,2,4,1,18,1.331111,103.741092,"LatLngNav-1727954602,A-6VKR89LWWJUF,A-6VKH6CMWWGW5,A-6VO8J2XWWGUW,A-6VKL9XRGWHIG",SIN
1704365485_409640444_5131269921,1704365485,409640444,5131269921,exit roundabout,uturn,0,0,3,2,18,1.278726,103.832962,"A-6VKKH7SWWFGS,A-6VKE3O2GWGW5,A-6VMSN9XW2JUF,A-6VKKNLNWWEP2,A-6VLUAFQGWGBX",SIN
8269097043_4591745074_7030369463,8269097043,4591745074,7030369463,continue,uturn,0,0,3,2,18,1.337639,103.948186,"A-6VKKFQBGWFN5,A-6VL6JRRGWFQH,A-6VK976RGWIPC,A-6VKQPGTWWIWG,A-6VKPOVNGWE69",SIN
7113624723_6146719359_6146719358,7113624723,6146719359,6146719358,continue,uturn,0,1,3,2,18,1.273639,103.799243,"A-6VKJ6R5GWHRG,A-6VKCIJAGWJUI,A-6VKQTMOWWFN5,A-6VLJDU9GWEXC,A-6VKJ6R5GWHRG",SIN
7904090874_2834869359_244492338_4740056515_4740056516_4740056517,7904090874,"2834869359,244492338,4740056515,4740056516",4740056517,continue,uturn,0,1,4,1,18,1.433841,103.794969,"A-6VLEPV5GWI2G,A-6VKKXN3GWGOV,A-6VKG2EOGWGOV,A-6VLLLP8GWJFG,A-6VKEL8QGWIPC",SIN
8086809025_244930738_244930732_244930624_244930621_8086809026,8086809025,"244930738,244930732,244930624,244930621",8086809026,continue,uturn,0,1,4,1,18,1.447898,103.826474,"[A-6VMPDAOGWGW5, A-6VMPDAOGWGW5, A-6VMPDAOGWGW5],A-6VKPHSUGWJUI,A-6VKH49TWWIWG,LatLngNav-1727934393,A-6VKP8DTWWJMM",SIN
8410706653_2577843914_2577843917_2327166708_246125326_8410706652,8410706653,"2577843914,2577843917,2327166708,246125326",8410706652,continue,uturn,0,2,4,1,18,1.350134,103.713051,"A-6VLPSJ6WWFHJ,LatLngNav-1727948441007,A-6VKO7FOWWJUI,A-6VNIKIEGWJQ2,LatLngNav-1727944465201",SIN
